time;input;xPos;yPos;zPos;Bearing
1007099;Connect;50;50;0;0
1007952;Connect;50;50;0;0
1008766;TakeOff;50;50;0;0
1009248;Unknown;50;50;0;0
1009342;Unknown;50;50;0;359
1010718;Unknown;50;50;30;0
1019770;MoveForward;50;50;50;0
1020357;Unknown;50;50;50;0
1020459;Unknown;50;50;50;0
1021480;Unknown;50;50;40;0
1021582;Unknown;49;51;30;0
1021684;Unknown;49;51;30;0
1021786;Unknown;49;51;30;0
1021891;Unknown;49;51;30;0
1021939;Unknown;49;51;30;0
1022041;Unknown;49;52;30;0
1022145;Unknown;49;52;30;0
1022245;Unknown;49;52;30;0
1022347;Unknown;49;52;30;0
1022449;Unknown;49;53;30;0
1022551;Unknown;49;53;30;0
1022573;Stop;49;53;30;0
1022653;Unknown;49;53;30;0
1022755;Unknown;49;53;30;0
1022857;Unknown;49;54;30;0
1022959;Unknown;49;54;30;0
1022973;MoveRight;49;54;30;0
1023061;Unknown;49;54;30;0
1023163;Unknown;48;55;30;0
1023265;Unknown;48;55;40;0
1023367;Unknown;48;55;40;0
1023469;Unknown;48;55;40;0
1023571;Unknown;48;55;40;0
1023673;Unknown;48;56;40;0
1023775;Unknown;48;56;40;0
1023877;Unknown;49;56;40;0
1023979;Unknown;49;56;40;0
1024081;Unknown;49;56;40;0
1024183;Unknown;49;57;50;0
1024285;Unknown;50;57;50;0
1024387;Unknown;50;57;50;0
1024491;Unknown;50;57;50;0
1024591;Unknown;50;57;50;0
1024693;Unknown;51;57;50;0
1024774;Stop;51;57;50;0
1024795;Unknown;51;57;50;0
1024897;Unknown;51;57;50;0
1024999;Unknown;52;57;50;0
1025101;Unknown;52;57;50;0
1025203;Unknown;52;57;40;0
1025305;Unknown;53;57;40;0
1025407;Unknown;53;57;40;0
1025510;Unknown;53;57;40;0
1025611;Unknown;53;58;40;0
1025715;Unknown;53;58;40;0
1025775;MoveBackward;54;58;40;0
1025815;Unknown;54;58;40;0
1026376;Unknown;54;57;40;0
1026529;Unknown;54;57;40;0
1026579;Unknown;54;57;40;0
1026682;Unknown;54;57;40;0
1026784;Unknown;54;57;40;0
1026885;Unknown;54;56;40;0
1026988;Unknown;54;56;40;0
1027090;Unknown;54;56;50;0
1027176;Stop;54;56;50;0
1027192;Unknown;54;56;50;0
1027294;Unknown;54;55;50;0
1027395;Unknown;54;55;50;0
1027498;Unknown;54;55;50;0
1027601;Unknown;54;54;50;0
1027702;Unknown;54;54;50;0
1027804;Unknown;53;54;50;0
1027906;Unknown;53;54;50;0
1028009;Unknown;53;53;50;0
1028111;Unknown;53;53;50;0
1028176;Land;53;53;50;0
1028214;Unknown;53;53;50;0
1028316;Unknown;53;53;50;0
1028419;Unknown;53;53;50;0
1028521;Unknown;53;52;50;0
1028620;Unknown;53;52;50;0
1028722;Unknown;53;52;40;0
1028826;Unknown;53;52;40;0
1029844;Unknown;53;52;0;0
1030202;Unknown;53;52;-10;0
1030917;Unknown;53;52;-30;0
1031019;Unknown;53;52;-30;0
1031121;Unknown;53;50;-20;0
1031426;Unknown;53;50;-20;0
1031528;Unknown;53;50;-20;0
1031734;Unknown;53;50;-20;0
1031937;Unknown;52;50;-20;0
1031988;StopRecordRepeatNavigationRecording;52;50;-20;0
