time;input;xPos;yPos;zPos;Bearing
124514239;Connect;50;50;0;0
124515100;TakeOff;50;50;0;0
124522414;MoveForward;48;48;70;0
124525618;Stop;48;56;70;0
124528020;MoveLeft;52;67;80;0
124530221;Stop;42;68;70;0
124532223;MoveBackward;37;68;80;0
124536025;Stop;32;51;80;0
124538027;MoveRight;31;44;80;0
124540629;Stop;47;45;70;0
124542430;Land;51;44;70;0
124545144;StopRecordRepeatNavigationRecording;55;47;0;1
