time;input;xPos;yPos;zPos
022219507;Connect;50;50;0
022221517;TakeOff;50;50;0
022227063;MoveRight;50;50;70
022230065;MoveLeft;43;50;70
022230866;Stop;41;50;70
022231466;Land;41;50;70
