time;input;xPos;yPos;zPos
020107892;Connect;50;50;0
020109321;TakeOff;50;50;0
020115125;MoveForward;49;50;80
020117929;Stop;50;58;80
020119130;MoveRight;49;64;80
020120530;Stop;49;66;80
020121330;MoveBackward;48;66;80
020122531;Stop;50;64;70
020122731;MoveLeft;49;64;70
020123931;MoveBackward;48;60;90
020127333;Stop;42;44;90
020127533;MoveLeft;42;43;90
020130534;Stop;38;41;90
020132135;Land;34;39;90
