time;input;xPos;yPos;zPos
025843803;Connect;50;50;0
025845819;TakeOff;50;50;0
025852338;MoveForward;51;51;60
025854940;Stop;51;55;60
025857341;MoveRight;53;64;60
025859742;Stop;70;64;70
025901743;Land;80;64;70
