time;input;xPos;yPos;zPos
024614987;Connect;50;50;0
024616444;TakeOff;50;50;0
024623880;MoveForward;50;51;70
024627284;Stop;52;58;60
024629685;MoveRight;51;63;60
024631886;Stop;50;63;60
024634287;Land;53;64;70
