time;input;xPos;yPos;zPos
031400951;Connect;50;50;0
031402799;TakeOff;50;50;0
031408075;MoveForward;50;50;70
031411078;Stop;49;55;70
031412679;MoveRight;49;63;70
031413880;Stop;52;63;70
031415881;MoveBackward;59;65;80
031417082;MoveBackward;58;65;80
031421683;Stop;58;45;90
031423084;MoveLeft;58;38;90
031425685;Stop;45;39;90
031427286;Land;36;39;90
