time;input;xPos;yPos;zPos
032004043;Connect;50;50;0
032005261;TakeOff;50;50;0
032014107;MoveForward;49;49;70
032016911;Stop;47;56;80
032017911;MoveBackward;48;63;80
032021312;Stop;47;51;80
032026915;Land;47;46;80
