time;input;xPos;yPos;zPos
055407367;Connect;50;50;0
055408626;TakeOff;50;50;0
055416930;MoveForward;49;50;50
055419333;Stop;50;57;50
055421735;MoveRight;48;65;60
055423135;Stop;52;65;50
055425136;MoveBackward;56;65;50
055428738;Stop;54;46;60
055430539;MoveLeft;58;39;50
055432540;Stop;48;42;50
055435141;Land;40;42;60
055438836;StopRecordRepeatNavigationRecording;44;44;0
