time;input;xPos;yPos;zPos
024353314;Connect;50;50;0
024354334;TakeOff;50;50;0
024401187;MoveForward;50;48;50
024404991;Stop;50;58;40
024406392;MoveRight;51;66;40
024407592;MoveLeft;53;65;60
024407592;Stop;53;65;60
024408593;MoveBackward;53;64;60
024408793;Land;53;64;60
024411084;Land;53;64;70
