time;input;xPos;yPos;zPos
051359958;Connect;50;50;0
051400992;TakeOff;50;50;0
051410398;MoveForward;50;48;80
051414801;Stop;51;58;90
051417602;MoveRight;51;67;80
051419003;Stop;53;67;80
051421003;MoveBackward;60;66;90
051425007;Stop;58;55;80
051427408;MoveRight;61;51;70
051428608;Stop;61;53;80
051430009;MoveBackward;66;50;80
051431810;Stop;66;44;90
051433211;MoveLeft;62;37;90
051436612;Stop;43;38;80
051438212;Land;39;36;80
051442615;StopRecordRepeatNavigationRecording;40;36;0
