time;input;xPos;yPos;zPos;Bearing
3214922;Connect;50;50;0;0
3215557;StartRrNavigation;50;50;0;0
3216551;TakeOff;50;50;0;0
3225557;MoveForward;50;50;70;0
3227483;Unknown;50;50;70;0
3227585;Unknown;50;50.3;70;0
3227687;Unknown;50;50.6;70;0
3227789;Unknown;50;51.306;70;0
3227841;Unknown;50;52.094;70;0
3227942;Unknown;50;52.822;70;0
3228044;Unknown;50;53.585;70;0
3228146;Unknown;50;54.185;70;0
3228248;Unknown;50;54.785;70;0
3228351;Unknown;50;55.834;70;0
3228452;Unknown;50;56.856;70;0
3228554;Unknown;50;58;70;0
3228666;Unknown;50;59.098;70;0
3228758;Unknown;49.664;60.377;70;0
3228864;Unknown;49.664;61.077;70;0
3228962;Unknown;49.664;62.176;70;0
3229064;Unknown;49.664;63.223;70;0
3229166;Unknown;49.664;63.923;70;0
3229268;Unknown;49.664;64.623;70;0
3229361;Stop;49.664;65.598;70;0
3229371;Unknown;49.664;65.598;70;0
3229472;Unknown;49.664;66.638;70;0
3229574;Unknown;49.664;67.701;70;0
3229676;Unknown;49.664;68.789;70;0
3229778;Unknown;49.664;69.907;70;0
3229880;Unknown;49.664;70.895;70;0
3229962;MoveRight;49.664;71.852;70;0
3229982;Unknown;49.664;71.852;70;0
3230186;Unknown;49.664;72.801;70;0
3230288;Unknown;49.664;73.201;70;0
3230391;Unknown;49.304;74.07;70;0
3230492;Unknown;49.417;74.853;70;0
3230595;Unknown;49.7;75.136;70;0
3230698;Unknown;49.983;75.419;70;0
3230747;Unknown;50.399;75.696;70;0
3230849;Unknown;50.947;76.021;70;0
3230951;Unknown;51.432;76.142;70;0
3230962;Stop;52.138;76.772;70;0
3231053;Unknown;52.138;76.772;70;0
3231155;Unknown;52.638;76.772;70;0
3231257;Unknown;53.138;76.772;70;0
3231359;Unknown;53.811;77.116;70;0
3231461;Unknown;54.211;77.116;70;0
3231563;Unknown;54.611;77.116;70;0
3231665;Unknown;54.911;77.116;70;0
3231767;Unknown;55.211;77.116;70;0
3231963;MoveBackward;55.511;77.116;70;0
3232787;AbortRrNavigation;55.511;77.116;70;0
