time;input;xPos;yPos;zPos
054338173;Connect;50;50;0
054339793;TakeOff;50;50;0
054346949;MoveForward;49;50;70
054349952;Stop;53;61;60
054352353;Rise;71;67;60
054353954;Stop;70;68;110
054354554;MoveRight;69;67;120
054355755;Stop;71;67;120
054357556;Sink;79;67;120
054358356;Stop;78;67;110
054359157;MoveBackward;78;67;90
054402559;Stop;77;49;90
054403559;MoveLeft;78;42;100
054405960;Stop;65;41;90
054407361;Land;56;40;90
054413148;StopRecordRepeatNavigationRecording;78;28;0
