time;input;xPos;yPos;zPos
024124678;Connect;50;50;0
024127701;TakeOff;50;50;0
024133503;MoveForward;49;49;60
024138107;Stop;49;68;60
024140109;MoveRight;49;72;50
024142509;Stop;49;72;60
024144710;MoveBackward;48;71;50
024145911;Stop;48;69;60
024148112;MoveLeft;49;61;60
024150713;Stop;48;57;60
024152914;Land;47;58;50
