time;input;xPos;yPos;zPos
031648084;Connect;50;50;0
031649321;TakeOff;50;50;0
031653471;Rise;50;49;60
031656473;Stop;48;50;100
031657273;MoveForward;48;49;120
031658674;Stop;48;53;130
031700474;MoveRight;48;62;130
031702075;Stop;56;65;120
031703276;MoveBackward;66;63;120
031708478;Stop;64;38;120
031709278;MoveLeft;65;35;120
031711880;Stop;52;36;120
031713280;Land;47;33;130
