time;input;xPos;yPos;zPos
055819904;Connect;50;50;0
055821153;TakeOff;50;50;0
055826161;MoveForward;51;49;60
055829164;Stop;51;49;60
055830765;RotateClockwise;51;49;60
055833367;Stop;51;49;60
055833567;MoveForward;51;49;60
055835968;Stop;51;49;60
055837969;Land;51;49;60
