time;input;xPos;yPos;zPos
023354467;Connect;50;50;0
023356100;TakeOff;50;50;0
023402459;MoveForward;50;50;60
023405462;Stop;50;59;70
023407462;MoveRight;51;64;60
023409463;Stop;50;65;60
023411464;MoveBackward;52;65;70
023413665;Stop;53;54;70
023414665;MoveLeft;55;44;60
023418467;Stop;52;39;70
023419668;Land;50;39;60
