time;input
2023-02-26;W2023-02-26;W2023-02-26;W2023-02-26;W2023-02-26;W2023-02-26;D2023-02-26;A2023-02-26;S2023-02-26;A2023-02-26;W2023-02-26;Spacebar2023-02-26;Spacebar2023-02-26;Spacebar2023-02-26;P2023-02-26;W2023-02-26;Delete
