time;input;xPos;yPos;zPos;Bearing
5729170;Connect;50;50;0;0
5729806;StartRrNavigation;50;50;0;0
5730806;TakeOff;50;50;0;0
5740358;MoveForward;50;50;70;0
5741555;Unknown;50;50;60;0
5741650;Unknown;49;50;60;0
5741853;Unknown;49;50;60;0
5741955;Unknown;49;50;60;0
5742062;Unknown;49;51;60;0
5742159;Unknown;49;51;50;0
5742261;Unknown;49;52;50;0
5742364;Unknown;49;52;50;0
5742466;Unknown;49;53;50;0
5742569;Unknown;49;53;50;0
5742671;Unknown;49;54;50;0
5742771;Unknown;49;54;50;0
5742873;Unknown;49;55;50;0
5742975;Unknown;49;55;50;0
5743077;Unknown;49;56;50;0
5743128;Unknown;49;56;50;0
5743161;Stop;49;56;50;0
5743230;Unknown;49;56;50;0
5743332;Unknown;49;57;50;0
5743536;Unknown;48;57;40;0
5744362;MoveRight;48;58;10;0
5745763;Stop;48;58;10;0
5745780;Unknown;48;58;10;0
5745882;Unknown;49;58;10;0
5745984;Unknown;49;58;10;0
5746086;Unknown;49;58;10;0
5746963;MoveBackward;49;58;10;0
5747769;Unknown;49;58;10;0
5747871;Unknown;49;57;10;0
5748177;Unknown;49;57;10;0
5748279;Unknown;49;57;10;0
5748381;Unknown;49;56;10;0
5748483;Unknown;49;56;10;0
5748564;Stop;49;56;10;0
5748584;Unknown;49;56;10;0
5748687;Unknown;49;55;0;0
5748789;Unknown;49;55;0;0
5749400;Unknown;49;54;0;351
5749765;Land;49;54;0;351
5750574;Unknown;49;54;0;351
5753481;CompleteRrNavigation;49;55;0;351
