time;input;xPos;yPos;zPos;Bearing
4708915;Connect;50;50;0;0
4709365;StartRrNavigation;50;50;0;0
4710166;TakeOff;50;50;0;0
4719363;MoveForward;50;50;100;0
4721717;Unknown;50;50;100;0
4721820;Unknown;50;50.3;100;0
4721921;Unknown;50;50.7;100;0
4722024;Unknown;50;51.1;100;0
4722125;Unknown;50;51.6;100;0
4722230;Unknown;50;52.383;100;0
4722278;Unknown;50;52.883;100;0
4722380;Unknown;50;53.483;100;0
4722482;Unknown;50;54.501;110;0
4722584;Unknown;50;55.376;110;0
4722686;Unknown;50;55.976;110;0
4722788;Unknown;50;56.923;110;0
4722890;Unknown;50;57.623;110;0
4722992;Unknown;50;58.323;110;0
4723094;Unknown;50;59.023;110;0
4723166;Stop;50;59.723;110;0
4723196;Unknown;50;59.723;110;0
4723298;Unknown;50;60.423;110;0
4723400;Unknown;50;61.123;110;0
4723510;Unknown;50;62.262;110;0
4723604;Unknown;49.651;63.569;110;0
4723706;Unknown;49.651;64.638;110;0
4723768;MoveRight;49.651;65.138;100;0
4723808;Unknown;49.651;65.138;100;0
4723910;Unknown;49.651;65.903;100;0
4724012;Unknown;49.651;66.303;100;0
4724114;Unknown;49.651;66.603;100;0
4724216;Unknown;49.651;66.903;100;0
4724318;Unknown;49.785;67.171;100;0
4724420;Unknown;50.068;67.454;100;0
4724522;Unknown;50.331;68.066;100;0
4724624;Unknown;50.71;68.192;100;0
4724726;Unknown;51.195;68.313;100;0
4724769;Stop;51.68;68.434;100;0
4724828;Unknown;51.68;68.434;100;0
4724930;Unknown;52.18;68.434;100;0
4725032;Unknown;52.68;68.434;100;0
4725134;Unknown;53.18;68.434;100;0
4725236;Unknown;53.68;68.434;100;0
4725338;Unknown;54.18;68.434;100;0
4725440;Unknown;54.58;68.434;100;0
4725542;Unknown;55.568;68.927;100;0
4725569;MoveBackward;55.868;68.927;100;0
4725644;Unknown;55.868;68.927;100;0
4726105;Unknown;56.168;68.927;100;0
4726205;Unknown;56.302;68.659;100;0
4726307;Unknown;56.436;68.391;100;0
4726409;Unknown;56.552;67.746;100;0
4726511;Unknown;56.552;67.346;100;0
4726570;Stop;56.552;66.946;100;0
4726613;Unknown;56.552;66.946;100;0
4726716;Unknown;56.552;66.099;100;0
4726817;Unknown;56.552;65.599;100;0
4726919;Unknown;56.552;64.65;100;0
4727021;Unknown;56.552;64.15;110;0
4727124;Unknown;56.552;63.65;110;0
4727226;Unknown;56.552;63.25;110;0
4727328;Unknown;56.552;62.85;110;0
4727370;MoveRight;56.552;62.55;110;0
4727430;Unknown;56.552;62.55;110;0
4727533;Unknown;56.552;62.25;110;0
4727635;Unknown;56.552;61.95;110;0
4727837;Unknown;56.552;61.495;110;0
4728041;Unknown;56.302;61.213;110;0
4728143;Unknown;56.571;61.079;110;0
4728245;Unknown;56.95;60.952;110;0
4728347;Unknown;57.35;60.952;110;0
4728449;Unknown;57.75;60.952;110;0
4728551;Unknown;58.507;60.952;110;0
4728571;Stop;59.007;60.952;110;0
4728653;Unknown;59.007;60.952;110;0
4728755;Unknown;59.823;60.952;110;0
4728857;Unknown;60.423;60.952;110;0
4728959;Unknown;61.023;60.952;110;0
4729061;Unknown;61.523;60.952;110;0
4729163;Unknown;62.023;60.952;110;0
4729172;MoveBackward;62.523;60.952;110;0
4729266;Unknown;62.523;60.952;110;0
4729368;Unknown;62.923;60.952;110;0
4729421;Unknown;63.323;60.952;110;0
4729520;Unknown;63.623;60.952;110;0
4729622;Unknown;63.923;60.952;110;0
4729775;Unknown;64.192;60.818;110;0
4729826;Unknown;64.474;60.535;110;0
4729928;Unknown;64.593;59.983;100;0
4730030;Unknown;64.72;59.603;100;0
4730132;Unknown;64.841;59.118;100;0
4730234;Unknown;64.841;58.718;100;0
4730336;Unknown;64.841;57.902;100;0
4730438;Unknown;64.841;57.402;100;0
4730540;Unknown;64.841;56.627;100;0
4730573;Stop;64.841;56.027;100;0
4730642;Unknown;64.841;56.027;100;0
4730744;Unknown;64.841;55.09;100;0
4730846;Unknown;64.841;54.154;100;0
4730948;Unknown;64.841;53.176;100;0
4730973;MoveLeft;64.841;52.321;100;0
4731049;Unknown;64.841;52.321;100;0
4731151;Unknown;64.841;51.821;100;0
4731253;Unknown;64.841;51.036;100;0
4731356;Unknown;64.841;50.636;100;0
4731457;Unknown;64.841;50.236;100;0
4731559;Unknown;64.714;49.856;100;0
4731662;Unknown;64.588;49.477;100;0
4731764;Unknown;64.305;49.194;100;0
4731865;Unknown;63.82;49.073;100;0
4731967;Unknown;63.335;48.951;100;0
4732171;Unknown;62.384;48.841;100;0
4732273;Unknown;61.471;48.841;100;0
4732374;Stop;60.871;48.841;100;0
4732376;Unknown;60.871;48.841;100;0
4732477;Unknown;59.962;48.841;100;0
4732579;Unknown;59.019;48.841;100;0
4732681;Unknown;58.419;48.841;100;0
4732784;Unknown;57.819;48.841;100;0
4732885;Unknown;57.319;48.841;100;0
4732987;Unknown;56.819;48.841;100;0
4733089;Unknown;56.082;48.841;100;0
4733191;Unknown;55.682;48.841;100;0
4733293;Unknown;55.382;48.841;100;0
4733395;Unknown;55.082;48.841;100;0
4733651;Unknown;54.446;48.841;100;0
4733905;Unknown;53.95;48.841;100;0
4734375;Land;53.554;48.841;100;0
4737526;Unknown;53.554;48.841;20;0
4737628;Unknown;53.554;49.208;20;1
4737883;CompleteRrNavigation;53.568;50.003;20;1
