time;input;xPos;yPos;zPos;Bearing
5345488;StartRrNavigation;50;50;0;0
5346285;TakeOff;50;50;0;0
5347503;Unknown;50;50;10;0
5355396;MoveForward;50;49.685;60;0
5357686;Unknown;50;49.685;60;0
5357788;Unknown;50;49.985;60;0
5357890;Unknown;50;50.385;60;0
5358094;Unknown;50;50.785;60;0
5358196;Unknown;50;51.285;60;0
5358306;Unknown;50;51.785;60;0
5358401;Unknown;49.628;52.95;60;0
5358502;Unknown;49.253;54.048;60;0
5358604;Unknown;49.253;54.648;60;0
5358706;Unknown;49.253;55.248;60;0
5358809;Unknown;49.253;56.318;60;0
5358859;Unknown;49.253;57.268;60;0
5358961;Unknown;49.253;58.008;60;0
5359067;Unknown;49.253;59.006;60;0
5359167;Unknown;49.253;59.706;60;0
5359198;Stop;49.253;60.406;60;0
5359267;Unknown;49.253;60.406;60;0
5359369;Unknown;49.253;61.566;60;0
5359471;Unknown;49.253;62.572;60;0
5359573;Unknown;49.253;63.945;60;0
5359675;Unknown;49.253;64.851;60;0
5359777;Unknown;48.808;66.066;60;0
5359799;MoveRight;48.808;66.566;60;0
5359879;Unknown;48.808;66.566;60;0
5359982;Unknown;48.808;67.066;60;0
5400142;Unknown;48.808;67.466;60;0
5400185;Unknown;48.808;67.866;60;0
5400287;Unknown;48.808;68.166;60;0
5400389;Unknown;48.923;68.885;60;0
5400493;Unknown;49.057;69.153;60;0
5400593;Unknown;49.34;69.436;60;0
5400695;Unknown;49.98;69.552;60;0
5400797;Unknown;50.666;69.667;60;0
5400800;Stop;51.151;69.788;60;0
5400899;Unknown;51.151;69.788;60;0
5401001;Unknown;51.636;69.91;60;0
5401103;Unknown;52.136;69.91;60;0
5401205;Unknown;52.636;69.91;60;0
5401307;Unknown;53.462;69.91;60;0
5401358;Unknown;53.962;69.91;60;0
5401460;Unknown;54.362;69.91;60;0
5401562;Unknown;54.762;69.91;60;0
5401664;Unknown;55.062;69.91;60;0
5401800;MoveBackward;55.362;69.91;60;0
5402582;Unknown;55.362;69.91;60;0
5402702;Unknown;55.362;69.61;60;0
5402786;Unknown;55.362;69.31;60;0
5402801;Stop;55.362;68.91;50;0
5402888;Unknown;55.362;68.91;50;0
5402990;Unknown;54.888;68.346;50;0
5403196;Unknown;54.888;67.846;50;0
5403297;Unknown;54.888;67.12;50;0
5403398;Unknown;54.888;66.457;50;0
5403502;Unknown;54.888;65.653;50;0
5403602;MoveRight;54.888;65.353;50;0
5403602;Unknown;54.888;65.353;50;0
5403704;Unknown;54.888;65.053;60;0
5404238;Unknown;54.888;64.578;60;0
5404316;Unknown;55.156;64.444;60;0
5404418;Unknown;55.536;64.317;60;0
5404520;Unknown;55.915;64.191;60;0
5404622;Unknown;56.315;64.191;60;0
5404724;Unknown;56.815;64.191;60;0
5404803;Stop;57.315;64.191;60;0
5404826;Unknown;57.315;64.191;60;0
5404928;Unknown;58.172;64.191;60;0
5405030;Unknown;58.672;64.191;60;0
5405081;Unknown;59.172;64.191;60;0
5405183;Unknown;59.672;64.191;60;0
5405285;Unknown;60.488;64.191;60;0
5405387;Unknown;60.888;64.191;60;0
5405404;MoveBackward;61.288;64.191;60;0
5405489;Unknown;61.288;64.191;60;0
5405591;Unknown;61.588;64.191;70;0
5405797;Unknown;62.153;64.191;70;0
5405999;Unknown;62.422;64.056;70;0
5406101;Unknown;62.556;63.788;70;0
5406286;Unknown;62.683;63.409;60;0
5406305;Unknown;62.793;62.404;60;0
5406407;Unknown;62.793;62.004;60;0
5406512;Unknown;62.793;61.217;60;0
5406611;Unknown;63.133;60.095;60;0
5406713;Unknown;63.133;59.595;60;0
5406804;Stop;63.133;58.772;60;0
5406820;Unknown;63.133;58.772;60;0
5406917;Unknown;63.133;57.851;60;0
5407019;Unknown;63.133;56.898;60;0
5407121;Unknown;63.133;56.298;60;0
5407205;MoveLeft;63.133;55.462;60;0
5407223;Unknown;63.133;55.462;60;0
5407325;Unknown;63.133;54.648;60;0
5407427;Unknown;63.133;53.888;60;0
5407530;Unknown;63.133;53.488;60;0
5407631;Unknown;63.133;53.188;60;0
5407733;Unknown;63.018;52.515;60;0
5407837;Unknown;62.884;52.247;60;0
5407937;Unknown;62.601;51.964;60;0
5408141;Unknown;62.221;51.837;60;0
5408243;Unknown;61.736;51.716;60;0
5408345;Unknown;61.148;51.598;60;0
5408396;Unknown;60.648;51.598;60;0
5408498;Unknown;60.148;51.598;60;0
5408605;Stop;59.648;51.598;60;0
5408651;Unknown;59.648;51.598;60;0
5408752;Unknown;58.555;51.598;60;0
5408804;Unknown;57.672;51.598;60;0
5408906;Unknown;57.072;51.598;60;0
5409008;Unknown;56.197;51.598;60;0
5409110;Unknown;55.697;51.598;60;0
5409212;Unknown;55.197;51.598;60;0
5409358;Unknown;54.797;51.598;60;0
5409416;Unknown;54.231;52.16;60;0
5409518;Unknown;53.931;52.16;60;0
5409620;Unknown;53.356;52.16;60;0
5409722;Unknown;52.85;52.16;60;0
5410606;Land;52.334;52.16;60;0
5413853;Unknown;52.334;52.16;-10;0
5414057;CompleteRrNavigation;52.334;51.599;0;0
