time;input;xPos;yPos;zPos;Bearing
2331158;Connect;50;50;0;0
2332349;Connect;50;50;0;0
2333750;TakeOff;50;50;0;0
2334187;Unknown;50;50;0;0
2334646;Unknown;49.64;50;0;0
2334849;Unknown;49.64;50.34;10;0
2344758;MoveForward;49.64;49.942;70;0
2346732;Unknown;49.64;49.942;70;0
2346835;Unknown;49.64;50.242;70;0
2346936;Unknown;49.64;50.542;70;0
2347140;Unknown;49.64;50.942;70;359
2347242;Unknown;49.62;52.054;70;359
2347347;Unknown;49.611;52.554;70;359
2347447;Unknown;49.603;53.054;70;359
2347651;Unknown;49.585;54.068;70;0
2347752;Unknown;49.585;54.964;70;0
2347764;Stop;49.585;55.859;70;0
2347804;Unknown;49.585;55.859;70;359
2347906;Unknown;49.571;56.668;70;359
2348126;Unknown;49.56;57.268;70;0
2348213;Unknown;49.189;58.465;70;0
2348314;Unknown;49.189;59.455;70;0
2348416;Unknown;48.819;60.133;70;0
2348517;Unknown;48.819;60.533;70;0
2348623;Unknown;48.819;60.933;70;0
2348725;Unknown;48.819;61.233;70;0
2348824;Unknown;48.819;61.533;70;0
2349165;RotateClockwise;48.335;61.957;70;0
2354169;Stop;48.335;61.957;70;196
2354770;MoveForward;48.335;61.957;70;189
2355555;Unknown;48.335;61.957;70;189
2355658;Unknown;48.438;62.606;60;189
2355760;Unknown;48.5;63.001;60;189
2355862;Unknown;48.563;63.396;60;189
2355964;Unknown;48.641;63.89;60;189
2356066;Unknown;48.719;64.383;60;189
2356372;Unknown;48.798;64.877;60;189
2356475;Unknown;48.876;65.371;60;189
2356571;Stop;48.97;65.964;60;189
2356577;Unknown;48.97;65.964;60;189
2356678;Unknown;49.064;66.556;60;189
2356785;Unknown;48.842;67.393;60;189
2356882;Unknown;48.936;67.985;60;189
2356984;Unknown;49.03;68.578;60;189
2357086;Unknown;49.108;69.072;60;189
2357188;Unknown;49.186;69.566;60;189
2357392;Unknown;49.249;69.961;60;189
2357494;Unknown;49.296;70.257;60;189
2358572;Land;49.343;70.553;70;189
2359687;Unknown;49.343;70.553;60;189
2400299;Unknown;49.625;70.509;40;189
2401320;Unknown;49.582;70.237;0;189
2401523;Unknown;49.284;70.682;0;186
2401625;Unknown;49.225;70.124;0;184
2401727;Unknown;49.195;69.696;0;182
2401831;Unknown;49.181;69.279;0;179
2401931;Unknown;49.189;68.779;0;178
2402136;Unknown;49.207;68.269;0;175
2402237;Unknown;49.26;67.67;0;175
2402288;Unknown;49.757;66.814;0;175
2402374;StopRrNavigationRecording;49.806;66.251;0;175
