time;input;xPos;yPos;zPos
023710158;Connect;50;50;0
023711229;TakeOff;50;50;0
023716833;MoveForward;49;50;70
023720637;Stop;50;60;70
023722437;MoveRight;53;71;70
023725238;Stop;51;71;70
023726839;MoveBackward;50;71;70
023729440;Stop;51;59;70
023731241;MoveLeft;52;50;80
023734242;Stop;46;51;70
023736242;Land;48;50;70
