time;input;xPos;yPos;zPos;Bearing
3707940;TakeOff;50;50;0;0
3708568;Unknown;50;50;0;0
3716545;MoveForward;50.255;50;70;1
3718269;Unknown;50.255;50;70;1
3718361;Unknown;49.875;50.286;70;1
3718463;Unknown;49.88;50.586;70;1
3718565;Unknown;49.887;50.986;70;1
3718667;Unknown;49.894;51.386;70;1
3718769;Unknown;49.903;51.886;70;1
3718871;Unknown;49.912;52.386;70;1
3718973;Unknown;49.927;53.271;70;1
3719075;Unknown;49.943;54.167;70;1
3719177;Unknown;49.953;54.767;70;1
3719279;Unknown;49.964;55.367;70;1
3719381;Unknown;49.974;55.966;70;1
3719485;Unknown;49.995;57.125;70;1
3719585;Unknown;50.007;57.825;70;1
3719687;Unknown;50.024;58.825;70;1
3719789;Unknown;50.046;60.065;70;1
3719891;Unknown;50.058;60.765;70;1
3719948;Stop;49.724;62.213;60;1
3719993;Unknown;49.724;62.213;60;1
3720044;Unknown;49.742;63.219;60;1
3720147;Unknown;49.754;63.918;60;1
3720250;Unknown;49.774;65.026;60;1
3720401;Unknown;49.784;65.626;60;1
3720454;Unknown;49.793;66.126;60;1
3720549;MoveRight;49.804;66.796;70;1
3720554;Unknown;49.804;66.796;70;1
3720656;Unknown;49.811;67.196;70;1
3720758;Unknown;49.826;68.014;70;1
3720860;Unknown;49.831;68.314;70;0
3720962;Unknown;49.831;68.614;70;0
3721064;Unknown;49.965;68.882;70;0
3721166;Unknown;50.248;69.165;70;0
3721268;Unknown;50.531;69.448;70;0
3721370;Unknown;50.91;69.574;60;0
3721472;Unknown;51.395;69.696;60;0
3721676;Unknown;52.224;69.808;60;1
3721750;Stop;52.724;69.799;60;1
3721779;Unknown;52.724;69.799;60;1
3721880;Unknown;53.224;69.79;60;1
3721983;Unknown;53.724;69.782;60;1
3722085;Unknown;54.224;69.773;60;1
3722187;Unknown;54.724;69.764;60;1
3722289;Unknown;55.224;69.756;60;1
3722391;Unknown;55.624;69.749;60;0
3722551;MoveBackward;56.024;69.749;60;1
3722595;Unknown;56.024;69.749;60;1
3723105;Unknown;56.324;69.743;60;1
3723207;Unknown;56.453;69.473;60;1
3723309;Unknown;56.583;69.202;60;1
3723411;Unknown;56.681;68.39;60;1
3723513;Unknown;56.67;67.764;60;1
3723615;Unknown;56.663;67.364;60;1
3723718;Unknown;56.656;66.964;60;1
3723751;Stop;56.649;66.564;60;1
3723768;Unknown;56.649;66.564;60;1
3723870;Unknown;56.638;65.901;60;1
3723972;Unknown;56.629;65.401;60;1
3724176;Unknown;56.62;64.901;60;1
3724278;Unknown;56.606;64.098;60;1
3724380;Unknown;56.592;63.307;60;1
3724482;Unknown;56.581;62.652;60;1
3724552;MoveRight;56.576;62.352;60;1
3724585;Unknown;56.576;62.352;60;1
3724686;Unknown;56.571;62.052;60;1
3724788;Unknown;56.565;61.752;60;1
3724992;Unknown;56.557;61.289;60;1
3725196;Unknown;56.687;61.019;60;1
3725299;Unknown;56.953;60.88;60;1
3725401;Unknown;57.33;60.747;60;1
3725502;Unknown;57.63;60.742;60;1
3725605;Unknown;58.03;60.735;60;1
3725707;Unknown;58.43;60.728;60;1
3725753;Stop;58.93;60.719;60;1
3725808;Unknown;58.93;60.719;60;1
3725910;Unknown;59.43;60.71;60;1
3726012;Unknown;59.93;60.701;60;1
3726114;Unknown;60.429;60.693;60;1
3726216;Unknown;60.929;60.684;60;1
3726318;Unknown;61.622;60.672;60;0
3726353;MoveBackward;62.022;60.672;60;0
3726420;Unknown;62.022;60.672;60;0
3726624;Unknown;62.322;60.672;60;1
3726828;Unknown;62.622;60.667;60;1
3726930;Unknown;62.888;60.528;60;1
3727031;Unknown;63.15;60.015;60;1
3727134;Unknown;63.28;59.745;60;1
3727236;Unknown;63.399;59.363;60;1
3727338;Unknown;63.519;58.982;60;1
3727440;Unknown;63.632;58.495;60;1
3727541;Unknown;63.625;58.095;60;1
3727593;Unknown;63.616;57.595;60;1
3727694;Unknown;63.605;56.962;60;1
3727755;Stop;63.592;56.167;60;1
3727796;Unknown;63.592;56.167;60;1
3727899;Unknown;63.575;55.208;60;1
3728102;Unknown;63.562;54.45;60;1
3728155;MoveLeft;63.553;53.95;60;1
3728204;Unknown;63.553;53.95;60;1
3728306;Unknown;63.539;53.175;60;1
3728409;Unknown;63.532;52.775;70;1
3728510;Unknown;63.525;52.375;70;0
3728612;Unknown;63.525;51.8;70;0
3728714;Unknown;63.399;51.42;70;0
3728817;Unknown;62.891;51.15;70;0
3728919;Unknown;62.608;50.867;70;0
3729020;Unknown;62.229;50.74;70;0
3729224;Unknown;61.849;50.614;70;1
3729326;Unknown;61.259;50.506;70;1
3729428;Unknown;60.443;50.52;70;1
3729531;Unknown;59.843;50.531;70;1
3729632;Unknown;59.243;50.541;70;1
3729734;Unknown;58.327;50.557;70;1
3729836;Unknown;57.727;50.568;70;1
3729938;Unknown;57.127;50.578;70;1
3730142;Unknown;56.527;50.589;70;1
3730244;Unknown;55.828;50.601;70;1
3730347;Unknown;55.128;50.613;70;1
3730448;Unknown;54.428;50.625;70;1
3730550;Unknown;53.728;50.638;70;1
3730557;Stop;53.028;50.65;70;1
3730652;Unknown;53.028;50.65;70;1
3730754;Unknown;52.328;50.662;70;1
3730856;Unknown;51.628;50.674;70;1
3730959;Unknown;50.928;50.686;70;1
3731062;Unknown;50.328;50.697;70;0
3731162;Unknown;49.728;50.697;70;0
3731316;Unknown;48.935;50.697;70;1
3731468;Unknown;48.196;50.71;70;1
3731570;Unknown;47.455;50.723;60;1
3731672;Unknown;47.024;50.326;60;1
3731758;Land;46.724;50.332;60;1
3733967;Unknown;46.724;50.332;10;1
3735361;StopRrNavigationRecording;46.37;50.338;-10;0
