time;input;xPos;yPos;zPos;Bearing
2811326;Connect;50;50;0;0
2811764;TakeOff;50;50;0;186
2819313;MoveForward;50;50;70;186
2821206;Unknown;50;50;70;186
2821308;Unknown;50.031;50.298;70;186
2821410;Unknown;50.063;50.597;70;186
2821513;Unknown;50.105;50.995;70;186
2821614;Unknown;50.146;51.392;70;186
2821717;Unknown;50.199;51.89;80;186
2821818;Unknown;50.251;52.387;80;186
2821928;Unknown;50.303;52.884;80;186
2822026;Unknown;50.692;53.147;80;186
2822124;Unknown;50.755;53.744;80;186
2822226;Unknown;50.818;54.34;80;186
2822329;Unknown;50.848;54.633;80;186
2822430;Unknown;50.911;55.229;80;186
2822532;Unknown;50.974;55.826;80;186
2822635;Unknown;51.036;56.423;80;186
2822736;Unknown;51.099;57.02;80;186
2822839;Unknown;51.172;57.716;80;186
2822940;Unknown;51.245;58.412;80;186
2822991;Unknown;51.319;59.108;80;186
2823116;Stop;51.377;59.667;70;186
2823195;Unknown;51.377;59.667;70;186
2823298;Unknown;51.451;60.363;70;186
2823400;Unknown;51.491;60.752;70;186
2823502;Unknown;51.524;61.058;70;186
2823705;Unknown;51.586;61.654;70;186
2823807;Unknown;51.639;62.152;70;186
2823909;Unknown;51.68;62.549;70;186
2824011;Unknown;52.196;63.061;70;186
2824113;Unknown;52.227;63.36;70;186
2824317;Land;52.258;63.658;70;186
2824623;Unknown;52.258;63.658;70;186
2826816;Unknown;52.677;63.74;0;186
2827224;Unknown;52.803;64.938;0;185
2827734;Unknown;53.131;65.697;0;185
2827836;Unknown;53.021;65.976;0;185
2827938;Unknown;52.91;66.255;0;185
2828040;StopRrNavigationRecording;52.653;66.561;0;185
