time;input;xPos;yPos;zPos
030111365;Connect;50;50;0
030112610;TakeOff;50;50;0
030117212;Rise;50;49;50
030119614;Stop;50;49;80
030120414;MoveForward;50;51;100
030122615;Stop;49;64;100
030124216;MoveRight;49;73;90
030125217;Stop;53;74;100
030126618;MoveBackward;59;75;90
030129619;Stop;62;58;100
030130819;MoveRight;62;50;100
030131819;Stop;64;50;100
030133021;MoveBackward;70;50;100
