time;input;xPos;yPos;zPos;Bearing
071349723;Connect;50;50;0;0
071350613;TakeOff;50;50;0;0
071350789;Unknown;50;50;0;0
071351154;Unknown;50;49;0;0
071357015;MoveRight;49;50;60;0
071358847;Unknown;49;50;60;0
071358949;Unknown;49;50;60;0
071359051;Unknown;49;50;60;0
071359153;Unknown;50;50;60;0
071359255;Unknown;50;50;60;0
071359357;Unknown;50;50;60;0
071359459;Unknown;50;50;60;0
071359561;Unknown;51;50;60;0
071359663;Unknown;51;50;60;0
071359765;Unknown;51;50;60;0
071359867;Unknown;52;50;60;0
071359970;Unknown;52;50;60;0
071400071;Unknown;52;50;60;0
071400173;Unknown;56;50;60;0
071400219;Stop;56;50;60;0
071400275;Unknown;56;50;60;0
071400377;Unknown;57;50;60;0
071400479;Unknown;57;50;60;0
071400581;Unknown;57;50;60;0
071400683;Unknown;58;50;60;0
071400785;Unknown;58;50;60;0
071400887;Unknown;59;50;60;0
071400990;Unknown;59;50;60;0
071401091;Unknown;59;50;60;0
071401193;Unknown;59;50;60;0
071401295;Unknown;59;50;60;0
071402220;Land;60;50;60;0
071403284;Unknown;60;50;50;0
071405018;Unknown;60;50;-10;0
071405222;Unknown;62;51;0;0
071405581;Unknown;63;48;0;0
071406822;StopRecordRepeatNavigationRecording;63;48;0;0
