time;input;xPos;yPos;zPos;Bearing
4238833;Connect;50;50;0;0
4240848;Connect;50;50;0;0
4241690;TakeOff;50;50;0;0
4242111;Unknown;50;50;0;0
4242263;Unknown;50;50;0;359
4242682;Unknown;49;50;10;0
4244507;Unknown;49;50;70;0
4245323;Unknown;49;50;80;359
4245425;Unknown;49;50;80;359
4252674;MoveForward;49;50;90;359
4254044;Unknown;49;50;90;0
4254146;Unknown;49;52;90;0
4254247;Unknown;49;52;90;0
4254350;Unknown;49;52;90;0
4254452;Unknown;49;52;90;0
4254554;Unknown;49;53;90;359
4254657;Unknown;49;53;90;359
4254760;Unknown;49;53;90;359
4254864;Unknown;49;53;90;0
4254961;Unknown;49;54;90;0
4255064;Unknown;49;54;90;0
4255165;Unknown;49;54;90;0
4255268;Unknown;49;55;90;0
4255472;Unknown;49;55;90;359
4255472;EmergencyLanding;49;55;90;359
