time;input;xPos;yPos;zPos
022750338;Connect;50;50;0
022751591;TakeOff;50;50;0
022800443;MoveForward;53;50;80
022803246;Stop;58;47;70
022804446;MoveRight;63;43;70
022807248;Stop;76;39;80
022808448;MoveBackward;81;36;80
022811650;Stop;69;44;70
022812650;MoveLeft;63;48;70
