time;input;xPos;yPos;zPos;Bearing
0858335;Connect;50;50;0;0
0859400;StartRrNavigation;50;50;0;0
0900601;TakeOff;50;50;0;0
0903276;Unknown;50;50;70;0
0903379;Unknown;50;49;70;0
0903786;Unknown;49;49;70;0
0910145;MoveForward;49;49;70;0
0911495;Unknown;49;49;60;0
0911588;Unknown;48;50;70;0
0911690;Unknown;48;50;70;0
0911793;Unknown;48;50;70;0
0911894;Unknown;48;51;70;0
0911997;Unknown;48;51;70;0
0912098;Unknown;48;51;70;0
0912200;Unknown;48;52;70;0
0912302;Unknown;48;52;70;0
0912404;Unknown;48;53;70;0
0912507;Unknown;48;53;70;0
0912608;Unknown;48;54;70;0
0912723;Unknown;48;55;80;0
0912747;Stop;48;55;80;0
0912817;Unknown;48;55;80;0
0912914;Unknown;48;56;80;0
0913016;Unknown;48;57;80;0
0913118;Unknown;48;57;80;0
0913220;Unknown;48;58;80;0
0913322;Unknown;48;58;80;0
0913424;Unknown;48;59;80;0
0913527;Unknown;48;59;80;0
0913628;Unknown;48;60;80;0
0913731;Unknown;48;60;80;0
0913832;Unknown;47;60;80;0
0913948;MoveRight;47;61;80;0
0914138;Unknown;47;61;80;0
0914445;Unknown;47;61;80;0
0914547;Unknown;47;61;80;0
0914648;Unknown;47;61;80;0
0914751;Unknown;47;62;80;0
0914861;Unknown;48;62;80;0
0914903;Unknown;48;62;80;0
0915005;Unknown;48;62;80;0
0915107;Unknown;49;62;80;0
0915209;Unknown;49;62;80;0
0915311;Unknown;50;62;80;0
0915413;Unknown;50;62;80;0
0915516;Unknown;51;62;80;0
0915549;Stop;52;62;80;0
0915618;Unknown;52;62;80;0
0915720;Unknown;52;62;80;0
0915822;Unknown;53;62;80;0
0915924;Unknown;53;62;80;0
0916031;Unknown;54;62;80;0
0916128;Unknown;55;62;80;0
0916231;Unknown;55;62;80;0
0916332;Unknown;55;62;80;0
0916435;Unknown;56;62;80;0
0916537;Unknown;56;62;80;0
0916550;MoveBackward;56;62;80;0
0917454;Unknown;56;62;80;0
0917556;Unknown;56;61;80;0
0917658;Unknown;56;61;80;0
0917762;Unknown;56;61;80;0
0917862;Unknown;56;60;80;0
0917968;Unknown;56;60;80;0
0918066;Unknown;56;59;80;0
0918150;Stop;56;59;80;0
0918168;Unknown;56;59;80;0
0918270;Unknown;56;58;80;0
0918372;Unknown;56;57;80;0
0918423;Unknown;56;57;80;0
0918576;Unknown;56;56;80;0
0918627;Unknown;56;55;80;0
0918732;Unknown;56;55;80;0
0918831;Unknown;56;55;80;0
0918934;Unknown;56;54;80;0
0919137;Unknown;56;54;80;0
0919351;Land;55;53;80;0
0920769;Unknown;55;53;60;0
0922401;Unknown;55;53;0;359
0923064;Unknown;55;53;10;359
0923167;Unknown;55;52;10;359
0923167;CompleteRrNavigation;55;52;0;359
