time;input;xPos;yPos;zPos
055153737;Connect;50;50;0
055154966;TakeOff;50;50;0
055206372;MoveForward;47;53;60
055209976;Stop;44;63;60
055212177;MoveRight;43;72;60
055213577;Stop;46;72;60
055215378;MoveBackward;49;72;60
055217979;Stop;46;61;60
055219980;MoveRight;45;57;60
055221382;Stop;48;57;60
055223583;MoveBackward;56;58;60
055226985;Stop;55;49;60
055228386;MoveLeft;52;39;70
055230786;Stop;42;40;60
055232387;Land;36;41;70
055236391;StopRecordRepeatNavigationRecording;32;44;0
