time;input;xPos;yPos;zPos
023008210;Connect;50;50;0
023009836;TakeOff;50;50;0
023017241;MoveForward;49;50;110
023020443;Stop;50;56;110
023022044;MoveRight;48;65;110
023024446;Stop;47;66;110
023026447;Land;46;63;120
